Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Resolved Bugs/Defect),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (% Closed),Custom field (AE Name),Custom field (Acceptance Criteria),Custom field (Actions),Custom field (Actual Delivery Date),Custom field (Actual Start Date),Custom field (Agile Product Owner),Custom field (Agile QA Owner),Custom field (Aha! Reference),Custom field (Assigned Date),Custom field (Bug Triaged),Custom field (Campaign Overview),Custom field (Capitalizable),Custom field (Cart Click Thru URL),Custom field (Cart number),Custom field (Client Name),Custom field (Code Review Time),Custom field (CodeReview Owner),Custom field (Commercial Required?),Custom field (Conclusion),Custom field (Conclusion),Custom field (Content Schedule),Custom field (Copy),Custom field (Core message and specific copy:),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Creative Deliverables),Custom field (Deal Team),Custom field (Defect Found),Custom field (Design Due Date:),Custom field (Desktop CPM),Custom field (Desktop Click Thru URL),Custom field (Desktop impression goal),Custom field (Dev Hrs. Actual),Custom field (Dev Hrs. Estimate),Custom field (Dev Owner),Custom field (Device),Custom field (Display Description),Custom field (Display Name),Custom field (Due Date w/time),Custom field (End Date),Custom field (End Date w/time),Custom field (Environment Tested),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Revenue),Custom field (Flagged),Custom field (Flight End Date),Custom field (Flight Start Date),Custom field (Go Live),Custom field (Homepage takeover date),Custom field (If Commercial Required),"Custom field (If For Print, Color or Black/White?)",Custom field (If Logo Requested),Custom field (If Sponsored),Custom field (If sweepers/liners required),Custom field (Impact Statement),Custom field (Impacted Items),Custom field (Is this for Print or Web?),Custom field (Live Date),Custom field (Local or National),Custom field (Logo Requested),Custom field (Market),Custom field (Mobile CPM),Custom field (Mobile Click Thru URL),Custom field (Mobile impression goal),Custom field (Notes),Custom field (OS),Custom field (Official Contest Rules),Custom field (Owner),Custom field (PA#),Custom field (Page created?),Custom field (Preroll CPM),Custom field (Preroll Click Thru URL),Custom field (Preroll impression goal),Custom field (Primary Genre),Custom field (Primary Keyword),Custom field (Project Notes),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Date),Custom field (Requested Delivery Date),Custom field (Requested Placement - Specify),Custom field (Review Notes),Custom field (Risk Level),Custom field (Secondary Genre),Custom field (Send to Print Date:),Custom field (Severity Level),Custom field (Specific PMS colors to use?),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Start Date w/time),Custom field (Station Sponsored?),Custom field (Station Type),Custom field (Station(s) - Specify),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Sweepers/Liners Required?),Custom field (Temporary or Permanent),Custom field (TestEng Hrs. Actual),Custom field (TestEng Hrs. Estimate),Custom field (TestEng Owner),Custom field (TestEng Required),Custom field (Testing Notes),Custom field (Testing Points),Custom field (Timeframe),Custom field (URL),Custom field (UXD Sizing),Custom field (Web Bug Prevention strategy),Custom field (What are the dimensions?),Custom field (What is the goal of this piece?),Custom field (What is the tone?),Custom field (What was changed?),Custom field (Who is the audience?),Custom field (git pull request url),Custom field (git sha1),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update 0 cume values to null,AR-5059,656061,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,amamut,05/Dec/18 2:00 PM,20/Dec/18 9:36 AM,03/May/19 9:49 AM,11/Dec/18 12:04 PM,,2018.12.11,,Streams,,,,0,,,,"After validating the values of our streams AMP has informed us that a 0 value for Cume is not allowed by their system.

The solution is to set 0 cume to null.",,1114886,amamut,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No 0 cume values in streams api.,,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/Dec/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzvuf:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,06/Dec/18 9:09 AM;amamut;Ran in stage. Please confirm so that we can run in prod.,"06/Dec/18 1:54 PM;ccrnyc2msw;Tested on stage.  

Reviewed a variety of streams and found no zero cume values shown in the tool.  

Confirmed that existing cume values are retained.  

Tested API.  Stream 4447 does not have a cume value shown in the tool.  No cume reference is returned for this station in the API.  *[~mfielder] or [~1114886], can you confirm that it's ok for the cume to be omitted from the API in these cases or do we explicitly need to return a null value?*

Tested 1469 and confirmed the cume shown in the tool is reflected in the API, so that looks good.","06/Dec/18 2:04 PM;ccrnyc2msw;Rashad and I connected on HipChat:

{quote}[2:03 PM] Rashad Arafeh: is the question: is it ok to just omit the cume field, or do you need to have an explicit null?
[2:03 PM] Mike Woodruff: correct
[2:03 PM] Rashad Arafeh: the answer is omitting is good{quote}

I think we're good to go here.","06/Dec/18 2:05 PM;1114886;Spoke to Mike on hip chat, but just for the trail:

explicit null isn't required, omitting will do the trick!",06/Dec/18 2:51 PM;ccrnyc2msw;Script run on stage at 2:37pm.  Awaiting AMP job to verify.,11/Dec/18 12:04 PM;ccrnyc2msw;Looks good.  Closing.,,,,,,,,,,,,,,,,
CSS randomly 404s,AR-5058,656054,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,1119767,1119767,05/Dec/18 1:46 PM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,11/Dec/18 2:26 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"Only seen in dev, on office wifi",,1119767,aroberts,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75hj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"06/Dec/18 1:58 PM;aroberts;Turned off ""extractCss"" in build options to prevent this issue for the time being. The problem is that angular is trying to load the css file with a relative link for whatever reason, so if you hit a child route on initial page load the css file is not loaded properly. When the css remains in a js file, this is not an issue, for whatever reason. Warrants further investigation at some point.",11/Dec/18 2:26 PM;ccrnyc2msw;Tested on stage.  Loaded various pages in the course of testing other tickets and am no longer seeing the CSS 404.  This looks good to me. ,,,,,,,,,,,,,,,,,,,,
List view UX,AR-5057,656053,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:46 PM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,11/Dec/18 6:22 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,zero out results on reload?,,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75hb:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,"11/Dec/18 6:22 PM;ccrnyc2msw;Clarification about this ticket from Mark on Slack:

{quote}Mark Cahill [2:28 PM]
oh, it used to show you the old results with a loading indicator on top, then the indicator would disappear

now we hide the previous results

Mike Woodruff [2:29 PM]
hide previous results?

Mark Cahill [2:30 PM]
yeah, from the last time you visited that page

Mike Woodruff [2:30 PM]
i guess i’m not clear what that entails
we need the existing filter settings to be retained
we don’t want to zero it out that users have to re-apply their filter

Mark Cahill [2:41 PM]
sorry, just the results{quote}

Looking in this context, the work looks good to me on Stage.",,,,,,,,,,,,,,,,,,,,,
Preset edit title,AR-5056,656052,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,1119767,1119767,05/Dec/18 1:45 PM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,11/Dec/18 1:16 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,title needs to be moved into the status bar,,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75h3:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,11/Dec/18 1:16 PM;ccrnyc2msw;Tested on stage.  Confirmed that I can edit the preset of a title no problem.  This looks good to me. ,,,,,,,,,,,,,,,,,,,,,
Fix preview on feed view,AR-5055,656051,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:44 PM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,14/Dec/18 1:43 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,preview for internal feed items is squished,,1119767,1120341,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/Dec/18 2:22 PM;ccrnyc2msw;screenshot-1.png;https://jira.ihrint.com/secure/attachment/176329/screenshot-1.png,13/Dec/18 10:01 AM;ccrnyc2msw;screenshot-2.png;https://jira.ihrint.com/secure/attachment/176491/screenshot-2.png,14/Dec/18 9:05 AM;ccrnyc2msw;screenshot-3.png;https://jira.ihrint.com/secure/attachment/176595/screenshot-3.png,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75gv:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,RadioEdit_26_Ziggy,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"11/Dec/18 2:23 PM;ccrnyc2msw;Tested on stage.  Looks good at smaller screen sizes, but at 1492px and above, it looks like this:

 !screenshot-1.png|thumbnail! 

Do we need to set a max width on the preview window so that it doesn't go any bigger than what FiRE is designed to support (I believe 850px?)","12/Dec/18 10:00 AM;1120341;Upon further investigation, the feed content preview was sharing the `preview` class with content preview. So when you looked at the mobile content preview it would load those styles onto the page and they'd affect the feed preview.","13/Dec/18 10:01 AM;ccrnyc2msw;Re-tested on stage.  

Not seeing any improvement.  On larger screen sizes, the preview is still getting smushed:

 !screenshot-2.png|thumbnail! ",13/Dec/18 2:41 PM;1120341;Limit set to 850px as requested.,"14/Dec/18 9:05 AM;ccrnyc2msw;Re-tested on stage.

Confirmed that the preview presentation looks good on larger screens... but we seem to have lost the mobile presentation.

 !screenshot-3.png|thumbnail! 

How can we get this looking good both on mobile and desktop?",14/Dec/18 1:43 PM;ccrnyc2msw;Re-tested on stage.  The latest update did the trick.  Confirmed that the feed preview screen is functional at all screen sizes.  This looks good to me. ,,,,,,,,,,,,,,,,
Publish panel changes,AR-5054,656050,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:44 PM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,11/Dec/18 12:59 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"- mobile preview doesn't load
- too much space under ""live immediately""
- move preview selector buttons inside card and get rid of card title",,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75gn:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"11/Dec/18 12:59 PM;ccrnyc2msw;Tested on stage.

Confirmed mobile preview loads, albeit slowly.  

Live immediately text/spacing looks good.

Preview size buttons look fine - and are functional.

This looks good to me. 

",,,,,,,,,,,,,,,,,,,,,
Better validation on content editor,AR-5053,656049,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:43 PM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,21/Dec/18 8:23 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"- see all errors displayed above the summary
- decorate tabs indicating that there are errors on that tab",,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75gf:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,RadioEdit_26_Ziggy,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,"11/Dec/18 12:55 PM;ccrnyc2msw;Tested on stage.

Observed that a new error message is shown at the top of the page upon a user's first load of a new content item.  Some notes:

1) We shouldn't show an error to users every time they try to create a new item.  Can this be changed to only appear when a user hits the save button?

2) ""Required"" text on individual fields is not consistent.  On the headline, it's all lowercase, on primary image and blocks, it's Sentence Case.  Please make this uniform.  I prefer sentence case.

3) Item has errors at the top does not show an error pertaining to the primary image not being present.  We should specifically call that out.

4) If you insert a block but leave it blank, ""There was an unknown error"" appears.  Please update this to be more specific.

5)  If you have multiple blocks that are blank/have errors, we should explicitly call them out.  Can we reference the block type and corresponding error?  Ex, Gallery Block - Missing Title; or Embed Block - No Embed Provided; or Text Block - Empty.

6) Can we change ""This item is invalid"" to something more human?  ""This item has errors that must be corrected before saving."" or the like?","11/Dec/18 1:36 PM;1119767;1. No, because we prevent save until the content item is valid
2. Will do.
3. Primary image is not marked as required in the template. The error you're seeing is just saying that the url is required in order for the image to be valid.
4. I'll look into it.
5. Right now, block errors are not bubbling down correctly. I wasn't sure how much time to burn on that.
6. Error messages can always be changed ;)","11/Dec/18 1:48 PM;ccrnyc2msw;#1 understood, but I'm not cool with displaying an error before a user even does anything.  Is there another way we can show it independent of the save button but not upon initial load?  

#3 - this is required in the old tool.  Do we need to make it required here as well?","11/Dec/18 2:52 PM;1119767;1. We can hide it until the form is ""dirty"".
3. Sure, if that's what you want to do. It's a template change you can make yourself through the tool.","21/Dec/18 8:23 AM;ccrnyc2msw;Re-tested on stage.

#1 looks good, confirmed the warnings are only shown if you attempt to save with missing required fields
#2 Required is now consistent across the board.
#3 Primary image callout looks good
#4 Empty block looks good
#5 Block callout looks good
#6 save hover text looks good

All good to me, thanks for the attention to detail on this!",,,,,,,,,,,,,,,,,
Author field dropdown bug,AR-5052,656048,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,1119767,1119767,05/Dec/18 1:42 PM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,13/Dec/18 10:08 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,author takes first selection instead of the one selected with the keyboard,,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75g7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,RadioEdit_26_Ziggy,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,13/Dec/18 10:08 AM;ccrnyc2msw;Tested on stage.  Confirmed that hitting the enter key inserts the selected item in the list.  Looks good to me.,,,,,,,,,,,,,,,,,,,,,
Content editor fixes,AR-5051,656047,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:42 PM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,12/Dec/18 11:37 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"- turn aspect ratio into link list with separators
- exception in block schedule
- set asset loader background to transparent
- autosave message doesn't seem to be updating
- -attempt track by in flex for reorder-",,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzw3r:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,06/Dec/18 8:16 AM;1119767;Reduced points and moved last bullet point into its own ticket: AR-5060,"10/Dec/18 4:24 PM;ccrnyc2msw;Tested on stage.

Aspect ratio chooser change looks good.  Asset loader background looks good.  Autosave message is updating as expected.

Reached out to Mark for clarification of what ""exception in block schedule"" refers to.","12/Dec/18 11:33 AM;ccrnyc2msw;Mike Woodruff [4:23 PM]
https://jira.ihrint.com/browse/AR-5051

what does “exception in block schedule” refer to?

Mark Cahill [4:27 PM]
oh, enabling it threw an exception in the console",12/Dec/18 11:37 AM;ccrnyc2msw;Tested block scheduling on stage.  No console errors observed.  This looks good to me.,,,,,,,,,,,,,,,,,,
Content list changes,AR-5050,656046,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:40 PM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,10/Dec/18 4:21 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"- add default image for articles that do not have a primary image
- don't allow template selection to be cleared
- show drafts in both places, but show that it is a draft",,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75fz:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"10/Dec/18 4:21 PM;ccrnyc2msw;Tested on stage.

Confirmed that the grey heart is shown for content that doesn't yet have a primary image.  Confirmed that the template type cannot be cleared.  Confirmed that drafts are shown both in the drafts folder and on the main screen (and show in the correct sort order on the main screen).

This looks good to me!",,,,,,,,,,,,,,,,,,,,,
Template editor fixes,AR-5049,656045,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Dec/18 1:37 PM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,10/Dec/18 4:19 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"- drag fields between tabs (make it look like it's going to work)
- hitting cancel on adding a field still adds it",,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75fr:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,10/Dec/18 4:18 PM;ccrnyc2msw;Tested on stage.  Dragging fields between tabs works great; confirmed that cancelling a newly added field successfully removes all evidence of it.  This looks good to me!,,,,,,,,,,,,,,,,,,,,,
Filter Changes Cause Move To Top Of Page Only When Pressing Apply,AR-5047,655986,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,1120341,1120341,05/Dec/18 10:30 AM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,12/Dec/18 9:50 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,Scrolling to top on any filter change is poor UX,,1120341,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzvkf:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"12/Dec/18 9:50 AM;ccrnyc2msw;Tested on stage.  Confirmed that the page does not scroll up while changing filters - but there is a very odd blanking and reload of all the items in the list view.

Thinking we may need to work on where the loading icon is so that users don't think the tool is broken when results disappear for a moment and then re-load.

Created AR-5080 to refine this.",,,,,,,,,,,,,,,,,,,,,
Content Block Lookup Modal Doesn't Return Any Results,AR-5046,655975,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,ccrnyc2msw,ccrnyc2msw,05/Dec/18 9:46 AM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,14/Dec/18 9:16 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"Found while testing Ar-4935.  When you insert a content embed block, the modal pops up, but no content items are shown in the list - and applying/clearing filters seems to have no effect.  

Console error:

 !image-2018-12-05-09-46-09-901.png|thumbnail! ",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/Dec/18 9:46 AM;ccrnyc2msw;image-2018-12-05-09-46-09-901.png;https://jira.ihrint.com/secure/attachment/175814/image-2018-12-05-09-46-09-901.png,12/Dec/18 9:11 AM;ccrnyc2msw;screenshot-1.png;https://jira.ihrint.com/secure/attachment/176370/screenshot-1.png,12/Dec/18 9:12 AM;ccrnyc2msw;screenshot-2.png;https://jira.ihrint.com/secure/attachment/176371/screenshot-2.png,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75i7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,RadioEdit_26_Ziggy,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,"12/Dec/18 9:12 AM;ccrnyc2msw;Tested on stage... confirmed results are showing now, but seeing 2 issues:

1) The results shown in the lookup modal don't match those on the main content list.  For example, using a search query of ""test"" (and no other filters), the results shown are completely different:

 !screenshot-1.png|thumbnail! 

THese should match.

2) Missing a separation between the title of a content item and the date.  Right now they're sandwiched together.  

 !screenshot-2.png|thumbnail! 

Maybe a space, dash, space?

","14/Dec/18 9:16 AM;ccrnyc2msw;Re-tested on stage.

Confirmed that search results/filtering matches between the content embed modal and the normal list view.

However, now seeing that content items that are not published are included in the results.  Created AR-5092 to filter these.

Confirmed that publish date is now showing with appropriate spacing",,,,,,,,,,,,,,,,,,,,
"Remove ""Read Only"" Text On List View",AR-5045,655969,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,ccrnyc2msw,ccrnyc2msw,05/Dec/18 8:47 AM,01/Feb/19 3:03 PM,03/May/19 9:49 AM,06/Dec/18 9:07 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"In the Zorro version of content tool, users who don't have access to edit an article are shown ""read only"" text in addition to the lock icon.  This is confusing because it looks like it's part of the title and is a regression from the previous version of the tool.

Please move the Read Only text out of the title field to be hover text on the icon instead.

 !image-2018-12-05-08-46-42-782.png|thumbnail!",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/Dec/18 8:46 AM;ccrnyc2msw;image-2018-12-05-08-46-42-782.png;https://jira.ihrint.com/secure/attachment/175809/image-2018-12-05-08-46-42-782.png,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzviv:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_25_Yggdrasil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,06/Dec/18 9:07 AM;ccrnyc2msw;Tested on stage as svc-RadioEditQA2.  Confirmed removal of text next to the title and that the hover state of the icon is working as expected.  This looks good to me.,,,,,,,,,,,,,,,,,,,,,
